LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,TS,WS50M,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOT,QV2M,T2MDEW,WS50M_MAX,WS50M_MIN
20.24321,85.84161,2018,4,22,6.9,33.59,7.04,32.03,26.77,39.48,58.47,1.13,17.51,23.03,8.55,5.25
20.24321,85.84161,2018,4,23,6.44,33.18,4.9,31.43,26.89,37.89,61.95,6.14,17.91,23.42,7.4,2.53
20.24321,85.84161,2018,4,24,6.77,32.54,4.9,30.88,26.2,37.24,62.4,4.33,17.48,23.02,8.06,3.58
20.24321,85.84161,2018,4,25,7,33.47,5.43,31.52,25.71,39.09,54.26,0.3,15.77,21.3,8.87,2.66
20.24321,85.84161,2018,4,26,6.95,32.54,6.94,30.77,25.4,38.22,61.15,2.69,17.04,22.58,9.4,5.53
20.24321,85.84161,2018,4,27,6.79,31.97,6.75,30.49,25.49,37.15,62.14,4.77,17.01,22.59,8.53,5.3
20.24321,85.84161,2018,4,28,6.71,31.29,7.81,30.01,25.61,36.1,64.87,5.03,17.27,22.84,9.27,6.45
20.24321,85.84161,2018,4,29,6.15,31.36,7.9,30.28,25.93,36.99,66.84,8.82,18.13,23.59,9.05,6.82
20.24321,85.84161,2018,4,30,6.26,30.62,6.81,29.68,26.36,35.14,74.06,25.72,19.42,24.68,8.05,4.71
20.24321,85.84161,2018,5,1,4.9,29.61,6.17,29,26.34,32.86,79.03,21,19.91,25.08,6.82,4.29
20.24321,85.84161,2018,5,2,6.77,31.24,6.78,29.89,25.71,36.13,71.34,4,18.9,24.27,8.39,5.73
20.24321,85.84161,2018,5,3,6.36,30.32,4.45,29.09,26.1,33.06,74.61,4.91,18.85,24.23,7.15,1.59
20.24321,85.84161,2018,5,4,6.73,31.54,6.06,29.92,24.77,36.34,66.54,0.27,17.62,23.16,9.24,4.55
20.24321,85.84161,2018,5,5,6.77,32.4,7.57,30.84,26.15,37.54,66.82,0.28,18.68,24.12,9.32,6.4
20.24321,85.84161,2018,5,6,6.68,33.05,7.97,31.69,26.68,38.94,64.46,0.09,18.93,24.33,9.35,5.77
20.24321,85.84161,2018,5,7,5.46,33.75,7.48,32.59,27.2,40.32,58.67,0.05,18.14,23.61,9.33,5.58
20.24321,85.84161,2018,5,8,6.73,33.73,7.9,32.34,27.14,39.29,60.88,0.13,18.58,23.99,9.12,6.88
20.24321,85.84161,2018,5,9,6.72,33.59,7.01,32.3,27.79,38.96,60.77,0.2,18.48,23.92,8.83,5.02
20.24321,85.84161,2018,5,10,6.72,33.28,5.51,31.7,27.05,38.03,61.29,0.08,17.99,23.5,8.17,3.3
20.24321,85.84161,2018,5,11,6.32,33.07,6.4,31.44,26.93,37.94,63.6,1.88,18.41,23.87,9.15,4.59
20.24321,85.84161,2018,5,12,6.82,33,6.25,31.37,26.45,37.95,63.88,4.37,18.43,23.87,8.14,4.22
20.24321,85.84161,2018,5,13,6.79,31.65,6.93,30.7,26.99,36.22,70.94,16.7,19.72,24.96,9.76,4.89
20.24321,85.84161,2018,5,14,2.79,29.57,4.94,28.92,26.04,32.77,72.99,16.37,18.25,23.71,6.7,1.57
20.24321,85.84161,2018,5,15,6.79,30.54,4.74,29.42,24.65,35.47,65.18,8.04,16.79,22.35,7.88,2.51
20.24321,85.84161,2018,5,16,5.95,31.05,7.06,30.01,25.68,35.86,68.91,5.34,18.41,23.82,8.21,6.3
20.24321,85.84161,2018,5,17,6.77,31.26,6.54,30.37,26.39,36.42,70.61,10.52,19.28,24.57,8.39,3.43
20.24321,85.84161,2018,5,18,6.8,32.36,5.56,31.21,26.22,38.14,65.16,3.14,18.67,24.05,8.69,2.39
20.24321,85.84161,2018,5,19,6.39,30.91,6.18,30.2,26.79,35.58,70.76,5.54,19.15,24.44,7.13,4.54
20.24321,85.84161,2018,5,20,6.73,31.64,6.91,30.63,26.39,36.34,69.4,3.4,19.23,24.53,7.77,5.76
20.24321,85.84161,2018,5,21,6.55,30.43,5.86,29.72,26.47,34.1,76.19,8.02,20.05,25.18,7.76,3.9
20.24321,85.84161,2018,5,22,6.73,30.83,6.84,30.08,26.7,35.14,73.86,4.29,19.83,25.02,8.73,4.87
20.24321,85.84161,2018,5,23,3.18,28.77,7.27,28.65,26.94,31.28,82.47,8.58,20.4,25.42,8.61,6.37
20.24321,85.84161,2018,5,24,6.7,28.66,7.2,28.56,26.54,31.31,83.32,7.77,20.52,25.5,8.46,5.52
20.24321,85.84161,2018,5,25,6.57,30.19,6.89,29.57,26.47,33.81,77.67,2.28,20.29,25.35,7.8,5.73
20.24321,85.84161,2018,5,26,6.29,30.15,5.7,29.47,26.63,33.34,79.69,0.59,20.7,25.67,7.21,3.77
20.24321,85.84161,2018,5,27,6.74,30.77,5.36,29.96,27,34.3,75.67,0.35,20.21,25.3,7.29,4.04
20.24321,85.84161,2018,5,28,6.48,31.71,5.51,30.5,26.78,35.69,71.94,0.15,19.85,25,8.02,4.05
20.24321,85.84161,2018,5,29,5.98,30.7,5.44,30.12,27.41,33.77,79.15,0.9,21.42,26.19,7.1,3.91
20.24321,85.84161,2018,5,30,6.65,31.2,6.22,30.58,27.51,34.91,75.01,0.55,20.83,25.76,7.17,4.67
20.24321,85.84161,2018,5,31,3.55,31.22,5.5,30.49,27.18,34.72,75.39,0.63,20.77,25.75,6.45,4.18
20.24321,85.84161,2018,6,1,4.57,29.74,5.67,29.42,27.88,31.65,80.81,2.18,20.9,25.84,6.26,4.92
20.24321,85.84161,2018,6,2,5.75,29.99,5.55,29.57,27.27,32.51,80.54,2.41,21.02,25.93,6.83,3.91
20.24321,85.84161,2018,6,3,5.83,30.54,5.27,30.04,27.6,33.5,77,0.88,20.69,25.67,6.26,4.08
20.24321,85.84161,2018,6,4,5.78,30.44,4.43,29.91,27.68,32.71,78.06,0.8,20.84,25.76,6.31,1.63
20.24321,85.84161,2018,6,5,4.63,30.71,3.72,29.98,27.34,33.23,78.02,2.98,20.88,25.82,6.4,2.31
20.24321,85.84161,2018,6,6,5.04,30.17,4.84,29.67,27.83,32.05,78.95,1.38,20.73,25.71,6.48,3.04
20.24321,85.84161,2018,6,7,6.06,32.01,4.38,30.94,27.6,34.82,72.07,0.71,20.41,25.45,7.37,0.55
20.24321,85.84161,2018,6,8,3.73,30.17,3.93,29.92,27.79,32.77,78.09,7.21,20.91,25.77,7.63,0.89
20.24321,85.84161,2018,6,9,3.7,30.18,5.68,29.7,27.06,33.17,76.56,3.62,20.28,25.24,7.46,2.7
20.24321,85.84161,2018,6,10,4.53,30.55,5.33,29.85,27.06,33.18,75.87,2.96,20.29,25.24,8.57,1.87
20.24321,85.84161,2018,6,11,3.23,30.32,6.85,29.78,27.26,33.44,77.16,4.54,20.55,25.45,8.39,4.52
20.24321,85.84161,2018,6,12,1.16,29.32,7.07,29.4,27.63,32.47,81.31,9.69,21.2,25.93,8.84,4.89
20.24321,85.84161,2018,6,13,4.62,31.62,7.56,30.9,26.8,36.64,71.14,1.24,20.18,25.21,9.85,4.58
20.24321,85.84161,2018,6,14,5.97,31.58,7.96,31.42,28.15,35.64,68.95,1.52,20.12,25.19,9.18,6.54
20.24321,85.84161,2018,6,15,6.62,33.84,6.93,33.04,28.15,39.81,59.06,0.18,18.84,24.14,8.6,5.06
20.24321,85.84161,2018,6,16,6.54,33.86,6.21,33.3,27.87,40,56.77,0.27,18.35,23.72,8.37,3.54
20.24321,85.84161,2018,6,17,6.53,34.38,6.47,33.39,28.42,39.67,55.66,0.23,18.09,23.47,8.55,3.36
20.24321,85.84161,2018,6,18,6.57,34.01,6.35,33.24,28.52,38.89,56.62,0.2,18.26,23.62,9.17,3.36
20.24321,85.84161,2018,6,19,6.54,33.04,6.37,32.33,28.64,37.11,62.73,2.05,19.23,24.49,8.04,2.84
20.24321,85.84161,2018,6,20,6.11,31.57,5.38,31.03,28.49,33.86,72.6,2.84,20.65,25.66,7.72,3.89
20.24321,85.84161,2018,6,21,1.55,30.1,4.77,29.8,27.6,32.26,76.44,8.5,20.25,25.32,7.06,3.09
20.24321,85.84161,2018,6,22,5.38,28.71,6.06,28.35,26.54,30.81,82.88,23.83,20.19,25.2,7.68,4.78
20.24321,85.84161,2018,6,23,3.27,29.34,5.62,28.79,26.45,31.87,78.71,6.03,19.67,24.81,7.86,2.67
20.24321,85.84161,2018,6,24,3.68,28.91,7.04,28.93,27.12,31.6,82.79,9.65,20.88,25.76,7.72,5.8
20.24321,85.84161,2018,6,25,1.29,28.75,6.41,28.86,27.3,31.46,84.35,19.73,21.22,26,8.18,4.68
20.24321,85.84161,2018,6,26,1.26,28.85,4.2,28.79,26.7,31.5,81.49,21.93,20.43,25.36,8.31,0.52
20.24321,85.84161,2018,6,27,0.72,27.71,4.37,27.33,26.01,29.37,87.67,33.2,20.19,25.11,6.34,2.78
20.24321,85.84161,2018,6,28,2.34,27.87,5.98,27.57,26.05,30.3,85.81,32.04,19.99,25,7.89,5.03
20.24321,85.84161,2018,6,29,4.32,28.44,5.81,28.19,25.7,31.33,81.03,5.69,19.53,24.68,6.98,4.53
20.24321,85.84161,2018,6,30,5.26,29.22,6.05,28.82,25.86,32.49,79.81,2.06,19.96,25.06,8.41,3.84
20.24321,85.84161,2018,7,1,4.47,28.2,6.41,28.15,26.44,30.98,84.38,9.43,20.3,25.3,8.07,5.16
20.24321,85.84161,2018,7,2,4.27,28.82,6.04,28.55,26.04,31.76,82.22,3.41,20.27,25.28,7.84,5.09
20.24321,85.84161,2018,7,3,3.81,28.7,7.15,28.64,26.65,31.45,83.8,3.78,20.78,25.67,8.63,5.19
20.24321,85.84161,2018,7,4,1.27,28.27,5.89,28.39,26.58,31.05,83.74,3.65,20.46,25.41,7.79,3.69
20.24321,85.84161,2018,7,5,3.7,28.59,5.63,28.51,26.01,31.61,81.52,3.32,20.06,25.09,7.5,3.68
20.24321,85.84161,2018,7,6,4.97,28.57,3.92,28.22,26.06,31.1,82.24,7.12,19.94,24.96,6.32,1
20.24321,85.84161,2018,7,7,3.56,28.93,4.08,28.47,25.7,31.94,82.54,10.51,20.34,25.26,6.09,0.61
20.24321,85.84161,2018,7,8,5.06,28.99,4.32,28.25,25.93,31.44,83.75,4.48,20.4,25.28,6.99,2.23
20.24321,85.84161,2018,7,9,4.37,29.08,5.96,28.64,26.4,31.77,84.8,2.04,21.13,25.86,7.61,3.2
20.24321,85.84161,2018,7,10,3.85,29.65,5.3,29.01,26.62,32.01,82.45,5.07,20.97,25.77,6.74,4.42
20.24321,85.84161,2018,7,11,2.55,29.34,4.71,28.94,26.71,31.73,80.63,1.78,20.42,25.34,6.84,3.01
20.24321,85.84161,2018,7,12,3.52,29.25,4.45,28.56,26.29,31.39,82.22,5.96,20.39,25.28,6.62,1.94
20.24321,85.84161,2018,7,13,5.16,29.52,3.67,29.02,26.75,32.44,83.84,7.7,21.37,26.05,5.59,0.78
20.24321,85.84161,2018,7,14,2.5,28.98,2.72,28.73,26.61,31.31,85.25,26.35,21.39,26.04,4.64,0.15
20.24321,85.84161,2018,7,15,2.77,28.29,4.76,28.16,26.6,30.42,89.97,38.19,21.9,26.36,8.09,2.71
20.24321,85.84161,2018,7,16,0.69,28.36,6.02,28.43,26.66,30.29,89.06,57.45,22.03,26.46,10.55,1.32
20.24321,85.84161,2018,7,17,3.54,28.93,7.68,28.76,26.43,31.82,85.68,11.14,21.53,26.15,11.31,5.5
20.24321,85.84161,2018,7,18,3.1,29.11,4.6,28.95,26.6,31.98,83.91,8.24,21.28,26,6.47,3.35
20.24321,85.84161,2018,7,19,3.07,28.4,4.84,28.43,26.57,30.61,87.09,13.63,21.44,26.1,6.26,3.13
20.24321,85.84161,2018,7,20,0.87,28.54,5.78,28.65,26.6,30.99,87.95,33.88,21.97,26.47,8.1,3.83
20.24321,85.84161,2018,7,21,1.44,27.91,9.59,28.08,26.26,30.4,90.97,174.32,22.03,26.46,13.74,6.54
20.24321,85.84161,2018,7,22,1,27.64,10.63,27.98,26.17,30.58,86.61,43.93,20.78,25.56,14.09,7.84
20.24321,85.84161,2018,7,23,4.74,28.73,7.16,28.74,26.21,31.91,84.9,2.84,21.23,25.98,8.55,5.69
20.24321,85.84161,2018,7,24,3.17,28.56,5.66,28.49,26.49,30.99,85.38,3.55,21,25.83,6.42,4.46
20.24321,85.84161,2018,7,25,3.88,28.24,5.37,28.36,26.51,30.47,86.08,4.34,21.01,25.83,6.36,3.88
20.24321,85.84161,2018,7,26,2.8,28.12,5.47,28.29,26.55,30.59,86.78,7.76,21.09,25.89,6.81,4.19
20.24321,85.84161,2018,7,27,4.58,28.18,5.89,28.16,25.44,31.35,82.91,1.09,19.99,25.03,7.18,4.79
20.24321,85.84161,2018,7,28,5.01,28.6,5.49,28.45,25.48,31.73,82.29,0.67,20.19,25.19,6.86,3.82
20.24321,85.84161,2018,7,29,4.37,28.4,5.35,28.47,26.17,31.25,85.06,7.79,20.92,25.74,6.65,4.25
20.24321,85.84161,2018,7,30,2.06,28.09,5.87,28.18,26.47,30.63,87.91,23.19,21.27,25.99,7.18,4.64
20.24321,85.84161,2018,7,31,1.07,27.49,5.93,27.54,25.54,30.07,86.95,9.88,20.25,25.19,6.99,4.8
20.24321,85.84161,2018,8,1,2.27,27.61,5.7,27.74,25.71,30.01,85.56,4.1,20.15,25.13,7.04,4.05
20.24321,85.84161,2018,8,2,3.15,27.86,6.09,27.94,25.68,30.84,84.69,2.94,20.15,25.15,7.18,4.35
20.24321,85.84161,2018,8,3,5.27,27.92,6.21,28,25.3,31.21,85.31,4.74,20.38,25.33,7.66,4.95
20.24321,85.84161,2018,8,4,5.76,28.26,6.06,28.48,25.48,32.02,83.28,1.73,20.47,25.41,7.32,4.82
20.24321,85.84161,2018,8,5,4.29,27.36,5.64,27.56,25.93,29.57,89.12,25.99,20.77,25.61,6.99,4.52
20.24321,85.84161,2018,8,6,1.6,26.85,6.03,27.04,25.68,28.67,90.72,47.02,20.55,25.39,7.15,4.54
20.24321,85.84161,2018,8,7,0.66,26.87,6.16,26.87,25.37,28.85,91.34,72.93,20.55,25.33,8.22,4.69
20.24321,85.84161,2018,8,8,4.78,27.58,7.86,27.62,26.04,29.86,87.4,5.54,20.52,25.35,9.65,6.45
20.24321,85.84161,2018,8,9,4.55,28.64,4.03,28.12,25.19,31.54,82.12,1.59,19.75,24.83,7.03,1.96
20.24321,85.84161,2018,8,10,5.91,29.01,4.23,28.74,26.01,31.82,84.46,4.51,21.07,25.89,6.65,2.65
20.24321,85.84161,2018,8,11,3.9,28.92,3.41,28.65,26.4,31.35,86.63,2.93,21.56,26.22,6.28,0.91
20.24321,85.84161,2018,8,12,3.31,29.08,2.65,28.78,26.6,31.35,84.72,6.19,21.29,25.98,4.12,0.54
20.24321,85.84161,2018,8,13,4.33,29.37,2.2,28.79,26.27,31.92,84.45,15.84,21.24,25.95,3.85,1.02
20.24321,85.84161,2018,8,14,2.5,28.84,4.8,28.73,26.7,31.7,87.94,17.41,22.08,26.55,6.09,3.7
20.24321,85.84161,2018,8,15,3.18,28.58,5.49,28.35,26.6,31.52,88.2,8.43,21.65,26.22,7.62,3.98
20.24321,85.84161,2018,8,16,4.65,27.78,8.46,27.79,26.17,29.57,89.94,13.46,21.32,25.98,10.68,7.2
20.24321,85.84161,2018,8,17,5.03,28.78,4.94,28.41,26.28,31.06,85.64,5.52,21.04,25.8,7.11,3.75
20.24321,85.84161,2018,8,18,4.81,28.15,2.66,28.12,26.26,30.14,87.95,9,21.26,25.94,5.28,0.56
20.24321,85.84161,2018,8,19,4.84,28.47,3.87,28.33,26.25,31.18,87.96,13.55,21.54,26.16,5.72,1.36
20.24321,85.84161,2018,8,20,1.92,28.31,3.7,28.11,26.43,30.14,87.22,6.87,21.06,25.8,6.06,1.83
20.24321,85.84161,2018,8,21,4.57,28.88,4.16,28.79,26.77,31.28,85.05,4.52,21.33,26.06,7.31,2.51
20.24321,85.84161,2018,8,22,3.48,27.86,5.55,27.89,25.78,30.29,84.66,1.04,20.11,25.1,7.55,3.83
20.24321,85.84161,2018,8,23,3.92,28.85,4.73,28.5,25.7,31.79,83.5,2.46,20.54,25.47,6.34,3.31
20.24321,85.84161,2018,8,24,4.81,28.14,4.62,28.18,26.58,30.2,87.44,7.95,21.14,25.91,5.92,3.31
20.24321,85.84161,2018,8,25,2.09,28.01,6.01,28.03,26.36,30.74,87.17,12.71,20.91,25.71,7.09,4.51
20.24321,85.84161,2018,8,26,0.72,27.78,6.42,27.69,25.78,30.13,89.87,20.58,21.2,25.87,8.49,4.08
20.24321,85.84161,2018,8,27,3.42,28.01,6.05,27.87,25.79,30.6,88.47,8.47,21.08,25.8,8.29,2.51
20.24321,85.84161,2018,8,28,3.43,27.83,7.3,27.69,25.46,30.59,85.35,2.7,20.06,25.04,8.3,6.31
20.24321,85.84161,2018,8,29,3.99,27.81,4.98,27.63,25.41,30.37,83.74,4.08,19.54,24.66,7.58,3.58
20.24321,85.84161,2018,8,30,3.6,27.65,4.75,27.64,25.72,29.71,87.63,1.59,20.49,25.41,5.85,3.88
20.24321,85.84161,2018,8,31,2.06,27.47,4.77,27.59,25.94,29.58,88.15,12.25,20.55,25.46,6.4,3.01
20.24321,85.84161,2018,9,1,3.65,27.2,3.74,27.26,26,28.85,90.61,29.87,20.7,25.58,5.97,2.69
20.24321,85.84161,2018,9,2,3.26,27.19,4.79,27.34,25.38,29.73,88.38,7.93,20.28,25.25,6,3.59
20.24321,85.84161,2018,9,3,5.13,27.28,5.25,27.36,25.23,29.8,87.78,5.4,20.16,25.16,6.04,4.04
20.24321,85.84161,2018,9,4,3.13,27.41,5.33,27.5,25.55,29.92,87.5,5.91,20.26,25.25,6.42,4.01
20.24321,85.84161,2018,9,5,1.06,26.72,6.54,26.84,25.36,28.97,90.83,67.76,20.28,25.21,7.27,5.63
20.24321,85.84161,2018,9,6,1.6,27.23,6.59,27.19,24.89,30.09,88.73,53.8,20.3,25.17,11.29,2.6
20.24321,85.84161,2018,9,7,4.34,27.41,7.66,27.46,25.49,30.25,87.23,5.53,20.2,25.17,11.06,4.55
20.24321,85.84161,2018,9,8,4.74,28.34,3.36,27.87,24.76,31.15,82.12,0.41,19.4,24.59,4.83,1.46
20.24321,85.84161,2018,9,9,5.82,28.53,3.64,28.13,25.52,31.49,84.12,0.61,20.16,25.23,6.03,0.64
20.24321,85.84161,2018,9,10,5.15,28.18,3.71,28.05,25.77,30.89,83.67,2.22,19.92,25.07,5.85,1.72
20.24321,85.84161,2018,9,11,5.16,27.47,3.75,27.52,25.75,29.76,85.97,10.39,19.83,24.99,5.41,1.85
20.24321,85.84161,2018,9,12,5.96,27.68,4.31,27.8,25.22,30.95,83.89,1.5,19.71,24.87,5.11,3.5
20.24321,85.84161,2018,9,13,5.92,27.81,4.52,28.02,25.49,30.98,84.51,0.59,20.14,25.2,5.99,3.62
20.24321,85.84161,2018,9,14,5.3,26.69,4.59,26.9,25.41,28.91,85.9,1.98,19.14,24.36,6.41,2.31
20.24321,85.84161,2018,9,15,5.6,27.66,3.44,27.71,25.01,30.96,85.73,4.42,20.04,25.13,4.44,2.32
20.24321,85.84161,2018,9,16,2.81,27.21,2.67,27.14,25.64,28.95,88.3,11.38,19.99,25.05,3.99,1.59
20.24321,85.84161,2018,9,17,5.97,27.42,2.96,27.42,25,29.79,86.67,3.86,19.97,25.02,4.29,1.67
20.24321,85.84161,2018,9,18,5.71,28.24,3.5,28.36,25.13,31.34,83.05,2.14,20.22,25.25,5.99,0.3
20.24321,85.84161,2018,9,19,5.28,27.64,4.06,27.77,25.91,30.15,87.94,11.95,20.7,25.6,5.08,0.91
20.24321,85.84161,2018,9,20,1.1,27.09,10,27.23,25.57,29.26,92.38,60.41,21.16,25.87,12.98,4.7
20.24321,85.84161,2018,9,21,1.83,26.51,11.67,26.98,26.16,28.22,89.39,25.93,20.08,25.09,12.55,10.53
20.24321,85.84161,2018,9,22,4.05,26.64,6.54,26.89,25.66,28.38,90.27,7.35,20.05,25.16,9.73,4.83
20.24321,85.84161,2018,9,23,4.95,27.45,3.22,27.17,25.25,29.53,86.5,7.75,19.49,24.74,4.65,2.35
20.24321,85.84161,2018,9,24,5.93,27.87,3.44,27.73,24.64,30.8,84.51,1.44,19.71,24.91,5.44,1.57
20.24321,85.84161,2018,9,25,5.87,27.46,3.93,27.55,25.54,29.98,87.72,3.92,20.29,25.34,5.42,3.05
20.24321,85.84161,2018,9,26,4.89,27.61,3.17,27.68,25.34,30.3,86.29,4.2,20.12,25.2,5.34,1.94
20.24321,85.84161,2018,9,27,5.08,28.09,2.78,27.9,25.24,30.92,83.08,1.07,19.6,24.81,4.62,1.47
20.24321,85.84161,2018,9,28,5.43,28.26,2.7,28.23,25.12,31.44,81.97,0.32,19.71,24.91,4.63,0.18
20.24321,85.84161,2018,9,29,5.42,28.63,2.43,28.73,25.57,31.85,81.12,0.02,20.08,25.23,4.68,0.23
20.24321,85.84161,2018,9,30,5.43,28.6,2.47,28.7,26.22,31.23,81.31,0.01,20.09,25.24,4.56,0.87
20.24321,85.84161,2018,10,1,5.75,28.75,2.9,28.58,25.98,31.86,81.21,0,19.92,25.11,4.39,0.85
20.24321,85.84161,2018,10,2,5.97,28.63,2.43,28.65,25.26,32.36,76.37,0,18.78,24.18,4.23,0.16
20.24321,85.84161,2018,10,3,5.92,28.05,2.98,28.26,24.32,32.1,75.52,0,18.15,23.62,5.17,0.22
20.24321,85.84161,2018,10,4,5.99,28.18,2.44,28.37,24.4,31.91,74.71,0,18.05,23.55,3.77,0.39
20.24321,85.84161,2018,10,5,5.88,28.02,2.39,28.19,24.28,31.93,74.56,0,17.83,23.35,3.43,1.24
20.24321,85.84161,2018,10,6,5.55,27.79,2.51,28.14,24.59,31.74,74.9,0,17.86,23.37,2.87,2.06
20.24321,85.84161,2018,10,7,5.94,27.23,2.46,27.74,24.01,31.34,73.07,0,17.02,22.59,3.05,1.14
20.24321,85.84161,2018,10,8,6.06,26.61,3.62,26.95,22.83,31.02,74.92,0,16.67,22.23,5.98,0.69
20.24321,85.84161,2018,10,9,4.47,25.98,6.15,26.05,23.05,29.98,82.47,0.63,17.44,22.88,7.49,4.56
20.24321,85.84161,2018,10,10,1.05,25.47,9.79,25.43,23.86,26.66,93.4,47.28,19.13,24.28,13.11,6.06
20.24321,85.84161,2018,10,11,1.7,25.86,12.71,26.16,24.72,27.82,89.51,95.92,19.14,24.3,16.47,9.89
20.24321,85.84161,2018,10,12,1.63,26.13,9.9,26.64,25.36,28.17,87.82,28.34,19.27,24.46,11.11,8.36
20.24321,85.84161,2018,10,13,2.88,27.02,4.92,27.21,25.46,29.27,84.78,2.69,19.19,24.46,11.39,0.3
20.24321,85.84161,2018,10,14,5.25,26.29,1.81,26.14,24.17,28.37,84.55,0.01,17.91,23.36,3.88,0.65
20.24321,85.84161,2018,10,15,5,25.91,2.34,26.23,23.55,29.09,78.96,0.01,16.79,22.36,3.9,0.53
20.24321,85.84161,2018,10,16,5.7,24.72,3.09,25.2,21.38,28.72,75.71,0,15.13,20.69,5.09,0.86
20.24321,85.84161,2018,10,17,5.69,24.84,2.98,25.17,20.38,29.62,73.11,0,14.59,20.11,4.88,1.13
20.24321,85.84161,2018,10,18,5.71,25.34,3.68,25.73,21.38,30.08,75.52,0,15.6,21.17,5.38,1.88
20.24321,85.84161,2018,10,19,5.48,26.13,2.84,26.62,22.28,30.8,74.9,0,16.31,21.9,4.45,0.5
20.24321,85.84161,2018,10,20,5.57,26.04,2.66,26.72,22.09,30.69,74.52,0,16.3,21.91,3.95,0.71
20.24321,85.84161,2018,10,21,5.55,25.33,3.1,25.95,21.38,30.19,73.15,0,15.28,20.88,4.29,0.13
20.24321,85.84161,2018,10,22,5.49,25.6,2.02,26.31,21.29,30.49,69.32,0,14.8,20.36,3.51,0.44
20.24321,85.84161,2018,10,23,5.13,26.26,2.3,26.67,22.4,30.74,74.79,0.22,16.33,21.92,3.79,0.44
20.24321,85.84161,2018,10,24,5.03,26,2.76,26.46,22.89,30.44,75.31,0.41,16.24,21.83,3.31,1.96
20.24321,85.84161,2018,10,25,5.54,24.55,3.27,25.42,21.25,29.45,68.32,0.04,13.8,19.28,4.41,1.33
20.24321,85.84161,2018,10,26,5.56,23.3,2.37,24.66,18.37,29.38,60.17,0,11.59,16.54,5.17,0.45
20.24321,85.84161,2018,10,27,5.5,23.21,3.37,24.06,19.45,28.5,68.76,0,12.79,18.08,4.22,1.16
20.24321,85.84161,2018,10,28,3.14,23.07,4.26,23.23,19.41,27.11,79.95,0.87,14.17,19.63,5.15,2.21
20.24321,85.84161,2018,10,29,4.07,23.9,6.21,23.48,21.62,26.33,89.83,2.45,16.2,21.71,7.41,4.54
20.24321,85.84161,2018,10,30,3.16,24.02,5.54,23.76,21.58,26.76,90.62,1.01,16.65,22.13,6.99,4.4
20.24321,85.84161,2018,10,31,4.55,25.34,3.23,24.83,21.62,28.63,85.56,0.19,16.75,22.27,4.62,0.47
20.24321,85.84161,2018,11,1,4.64,25.33,4.31,24.97,22.37,28.39,86.38,0.03,17.05,22.55,5.73,3.04
20.24321,85.84161,2018,11,2,4.8,25.47,2.93,25.05,21.63,28.63,85.11,0.11,16.88,22.4,3.6,2.05
20.24321,85.84161,2018,11,3,4.75,26.09,1.56,25.93,22.74,29.63,78.83,0.04,16.46,22.04,4.25,0.27
20.24321,85.84161,2018,11,4,4.98,26.08,1.86,25.94,22.49,29.86,78.57,0.01,16.41,22,3.66,0.58
20.24321,85.84161,2018,11,5,4.98,25.82,2.46,26.04,22.15,30.1,77.58,0.01,16.31,21.89,3.94,0.5
20.24321,85.84161,2018,11,6,4.89,25.91,2.93,26.11,22.38,29.99,79.15,0.01,16.7,22.28,4.07,1.79
20.24321,85.84161,2018,11,7,4.52,26.03,2.16,26.13,23.29,29.97,78.91,0.03,16.66,22.25,4.12,0.72
20.24321,85.84161,2018,11,8,4.5,25.47,1.82,25.52,22.52,28.72,80.42,0,16.39,21.96,4.08,0.19
20.24321,85.84161,2018,11,9,4.35,24.96,1.79,25.05,21.78,28.34,78.09,0,15.48,21.03,3.37,0.18
20.24321,85.84161,2018,11,10,4.88,24.16,1.88,24.6,20.82,28.05,75.07,0,14.47,19.98,2.49,0.47
20.24321,85.84161,2018,11,11,4.6,22.91,3.71,23.2,19.38,27.59,77.32,0,13.68,19.08,4.66,1.85
20.24321,85.84161,2018,11,12,4.19,22.22,4.39,22.37,17.99,27.06,78.72,0,13.26,18.55,5.71,2.91
20.24321,85.84161,2018,11,13,4.75,22.54,3.65,22.96,18.36,27.72,76.2,0,13.32,18.62,5.11,2.76
20.24321,85.84161,2018,11,14,4.74,22.54,3.16,23.16,17.87,28.12,76.33,0,13.51,18.84,4.64,2
20.24321,85.84161,2018,11,15,4.76,23.03,2.37,24.11,18.65,28.81,69.9,0,13.07,18.38,4.38,0.78
20.24321,85.84161,2018,11,16,4.79,23.04,2.16,24.29,18.73,29.45,65.99,0,12.47,17.65,3.91,0.67
20.24321,85.84161,2018,11,17,4.75,22.87,1.99,24.12,19.14,29,66.46,0,12.44,17.6,3.31,0.13
20.24321,85.84161,2018,11,18,4.72,23.08,2.51,23.72,18.88,28.52,72.41,0,13.22,18.56,4.31,1.23
20.24321,85.84161,2018,11,19,4.65,23.13,2.33,23.81,18.77,28.14,73.95,0,13.55,18.98,3.99,0.93
20.24321,85.84161,2018,11,20,3.65,23.59,1.44,24.53,20.47,28.32,73,0,13.97,19.47,3.17,0.17
20.24321,85.84161,2018,11,21,4.58,22.97,2.74,23.64,19.39,28.07,72.7,0,13.19,18.55,4.14,2.05
20.24321,85.84161,2018,11,22,4.42,22.26,1.94,23.44,18.25,27.42,67.17,0,12.02,17.11,3.73,0.88
